datetime,holiday,workingday,casual,registered,count
2011-04-04 02:00:00,0,1,1,1,2
2011-04-04 03:00:00,0,1,1,0,1
2011-04-04 04:00:00,0,1,1,1,2
2011-04-04 05:00:00,0,1,0,7,7
2011-04-04 06:00:00,0,1,3,43,46
2011-04-04 07:00:00,0,1,7,150,157
2011-04-04 08:00:00,0,1,31,308,339
2011-04-04 09:00:00,0,1,24,134,158
2011-04-04 10:00:00,0,1,35,55,90
2011-04-04 11:00:00,0,1,58,66,124
2011-04-04 12:00:00,0,1,59,98,157
2011-04-04 13:00:00,0,1,47,92,139
2011-04-04 14:00:00,0,1,47,76,123
2011-04-04 15:00:00,0,1,47,96,143
2011-04-04 16:00:00,0,1,59,130,189
2011-04-04 17:00:00,0,1,83,283,366
2011-04-04 18:00:00,0,1,78,308,386
2011-04-04 19:00:00,0,1,51,227,278
2011-04-04 20:00:00,0,1,40,133,173
2011-04-04 21:00:00,0,1,19,76,95
2011-04-04 22:00:00,0,1,17,58,75
2011-04-04 23:00:00,0,1,18,30,48
2011-04-05 00:00:00,0,1,10,12,22
2011-04-05 01:00:00,0,1,10,5,15
2011-04-05 02:00:00,0,1,0,5,5
2011-04-05 03:00:00,0,1,1,3,4
2011-04-05 04:00:00,0,1,0,2,2
2011-04-05 05:00:00,0,1,0,5,5
2011-04-05 06:00:00,0,1,2,36,38
2011-04-05 07:00:00,0,1,10,124,134
2011-04-05 08:00:00,0,1,9,148,157
2011-04-05 09:00:00,0,1,2,44,46
2011-04-05 10:00:00,0,1,3,25,28
2011-04-05 11:00:00,0,1,1,18,19
2011-04-05 12:00:00,0,1,6,32,38
2011-04-05 13:00:00,0,1,5,51,56
2011-04-05 14:00:00,0,1,9,67,76
2011-04-05 15:00:00,0,1,6,62,68
2011-04-05 16:00:00,0,1,17,113,130
2011-04-05 17:00:00,0,1,27,246,273
2011-04-05 18:00:00,0,1,19,248,267
2011-04-05 19:00:00,0,1,12,148,160
2011-04-05 20:00:00,0,1,4,87,91
2011-04-05 21:00:00,0,1,8,81,89
2011-04-05 22:00:00,0,1,3,43,46
2011-04-05 23:00:00,0,1,3,23,26
2011-04-06 00:00:00,0,1,0,15,15
2011-04-06 01:00:00,0,1,0,2,2
2011-04-06 02:00:00,0,1,0,5,5
2011-04-06 03:00:00,0,1,0,4,4
2011-04-06 04:00:00,0,1,0,1,1
2011-04-06 05:00:00,0,1,1,12,13
2011-04-06 06:00:00,0,1,4,52,56
2011-04-06 07:00:00,0,1,3,130,133
2011-04-06 08:00:00,0,1,17,308,325
2011-04-06 09:00:00,0,1,8,157,165
2011-04-06 10:00:00,0,1,21,48,69
2011-04-06 11:00:00,0,1,23,70,93
2011-04-06 12:00:00,0,1,22,112,134
2011-04-06 13:00:00,0,1,29,83,112
2011-04-06 14:00:00,0,1,35,80,115
2011-04-06 15:00:00,0,1,34,83,117
2011-04-06 16:00:00,0,1,27,142,169
2011-04-06 17:00:00,0,1,53,303,356
2011-04-06 18:00:00,0,1,43,282,325
2011-04-06 19:00:00,0,1,36,196,232
2011-04-06 20:00:00,0,1,15,126,141
2011-04-06 21:00:00,0,1,18,84,102
2011-04-06 22:00:00,0,1,13,71,84
2011-04-06 23:00:00,0,1,11,29,40
2011-04-07 00:00:00,0,1,5,15,20
2011-04-07 01:00:00,0,1,2,11,13
2011-04-07 02:00:00,0,1,0,7,7
2011-04-07 03:00:00,0,1,0,3,3
2011-04-07 04:00:00,0,1,0,1,1
2011-04-07 05:00:00,0,1,0,6,6
2011-04-07 06:00:00,0,1,5,59,64
2011-04-07 07:00:00,0,1,8,152,160
2011-04-07 08:00:00,0,1,23,291,314
2011-04-07 09:00:00,0,1,15,155,170
2011-04-07 10:00:00,0,1,29,66,95
2011-04-07 11:00:00,0,1,36,86,122
2011-04-07 12:00:00,0,1,39,114,153
2011-04-07 13:00:00,0,1,36,99,135
2011-04-07 14:00:00,0,1,46,111,157
2011-04-07 15:00:00,0,1,27,133,160
2011-04-07 16:00:00,0,1,52,161,213
2011-04-07 17:00:00,0,1,63,280,343
2011-04-07 18:00:00,0,1,68,265,333
2011-04-07 19:00:00,0,1,34,192,226
2011-04-07 20:00:00,0,1,37,166,203
2011-04-07 21:00:00,0,1,19,89,108
2011-04-07 22:00:00,0,1,18,63,81
2011-04-07 23:00:00,0,1,9,45,54
2011-04-08 00:00:00,0,1,4,21,25
2011-04-08 01:00:00,0,1,3,6,9
2011-04-08 02:00:00,0,1,3,10,13
2011-04-08 03:00:00,0,1,0,1,1
2011-04-08 04:00:00,0,1,0,1,1
2011-04-08 05:00:00,0,1,1,8,9
2011-04-08 06:00:00,0,1,2,33,35
2011-04-08 07:00:00,0,1,4,109,113
2011-04-08 08:00:00,0,1,13,208,221
2011-04-08 09:00:00,0,1,17,168,185
2011-04-08 10:00:00,0,1,10,63,73
2011-04-08 11:00:00,0,1,19,79,98
2011-04-08 12:00:00,0,1,29,51,80
2011-04-08 13:00:00,0,1,7,35,42
2011-04-08 14:00:00,0,1,2,13,15
2011-04-08 15:00:00,0,1,1,24,25
2011-04-08 16:00:00,0,1,2,58,60
2011-04-08 17:00:00,0,1,10,138,148
2011-04-08 18:00:00,0,1,8,54,62
2011-04-08 19:00:00,0,1,1,52,53
2011-04-08 20:00:00,0,1,12,51,63
2011-04-08 21:00:00,0,1,11,43,54
2011-04-08 22:00:00,0,1,9,42,51
2011-04-08 23:00:00,0,1,4,31,35
2011-04-09 00:00:00,0,0,5,26,31
2011-04-09 01:00:00,0,0,3,17,20
2011-04-09 02:00:00,0,0,2,15,17
2011-04-09 03:00:00,0,0,3,11,14
2011-04-09 04:00:00,0,0,0,3,3
2011-04-09 05:00:00,0,0,0,5,5
2011-04-09 06:00:00,0,0,0,13,13
2011-04-09 07:00:00,0,0,8,13,21
2011-04-09 08:00:00,0,0,7,47,54
2011-04-09 09:00:00,0,0,27,71,98
2011-04-09 10:00:00,0,0,43,90,133
2011-04-09 11:00:00,0,0,51,91,142
2011-04-09 12:00:00,0,0,79,123,202
2011-04-09 13:00:00,0,0,114,108,222
2011-04-09 14:00:00,0,0,94,118,212
2011-04-09 15:00:00,0,0,85,116,201
2011-04-09 16:00:00,0,0,73,118,191
2011-04-09 17:00:00,0,0,128,129,257
2011-04-09 18:00:00,0,0,48,129,177
2011-04-09 19:00:00,0,0,47,83,130
2011-04-09 20:00:00,0,0,19,74,93
2011-04-09 21:00:00,0,0,10,65,75
2011-04-09 22:00:00,0,0,21,66,87
2011-04-09 23:00:00,0,0,12,45,57
2011-04-10 00:00:00,0,0,5,48,53
2011-04-10 01:00:00,0,0,6,31,37
2011-04-10 02:00:00,0,0,12,24,36
2011-04-10 03:00:00,0,0,5,11,16
2011-04-10 04:00:00,0,0,3,2,5
2011-04-10 05:00:00,0,0,0,4,4
2011-04-10 06:00:00,0,0,0,4,4
2011-04-10 07:00:00,0,0,3,7,10
2011-04-10 08:00:00,0,0,17,38,55
2011-04-10 09:00:00,0,0,31,50,81
2011-04-10 10:00:00,0,0,69,81,150
2011-04-10 11:00:00,0,0,93,109,202
2011-04-10 12:00:00,0,0,94,136,230
2011-04-10 13:00:00,0,0,121,142,263
2011-04-10 14:00:00,0,0,148,133,281
2011-04-10 15:00:00,0,0,156,141,297
2011-04-10 16:00:00,0,0,135,153,288
2011-04-10 17:00:00,0,0,84,152,236
2011-04-10 18:00:00,0,0,103,137,240
2011-04-10 19:00:00,0,0,47,84,131
2011-04-10 20:00:00,0,0,21,71,92
2011-04-10 21:00:00,0,0,18,77,95
2011-04-10 22:00:00,0,0,12,45,57
2011-04-10 23:00:00,0,0,5,27,32
2011-04-11 00:00:00,0,1,7,16,23
2011-04-11 01:00:00,0,1,1,3,4
2011-04-11 02:00:00,0,1,7,2,9
2011-04-11 04:00:00,0,1,0,1,1
2011-04-11 05:00:00,0,1,1,12,13
2011-04-11 06:00:00,0,1,2,59,61
2011-04-11 07:00:00,0,1,12,164,176
2011-04-11 08:00:00,0,1,28,286,314
2011-04-11 09:00:00,0,1,33,132,165
2011-04-11 10:00:00,0,1,41,55,96
2011-04-11 11:00:00,0,1,45,59,104
2011-04-11 12:00:00,0,1,37,97,134
2011-04-11 13:00:00,0,1,62,77,139
2011-04-11 14:00:00,0,1,60,85,145
2011-04-11 15:00:00,0,1,56,85,141
2011-04-11 16:00:00,0,1,73,162,235
2011-04-11 17:00:00,0,1,100,352,452
2011-04-11 18:00:00,0,1,93,290,383
2011-04-11 19:00:00,0,1,73,211,284
2011-04-11 20:00:00,0,1,44,122,166
2011-04-11 21:00:00,0,1,39,119,158
2011-04-11 22:00:00,0,1,25,66,91
2011-04-11 23:00:00,0,1,16,38,54
2011-04-12 00:00:00,0,1,11,13,24
2011-04-12 01:00:00,0,1,6,7,13
2011-04-12 02:00:00,0,1,7,7,14
2011-04-12 03:00:00,0,1,0,1,1
2011-04-12 04:00:00,0,1,4,2,6
2011-04-12 05:00:00,0,1,1,15,16
2011-04-12 06:00:00,0,1,3,55,58
2011-04-12 07:00:00,0,1,12,177,189
2011-04-12 08:00:00,0,1,15,211,226
2011-04-12 09:00:00,0,1,4,50,54
2011-04-12 10:00:00,0,1,6,34,40
2011-04-12 11:00:00,0,1,11,38,49
2011-04-12 12:00:00,0,1,9,83,92
2011-04-12 13:00:00,0,1,22,84,106
2011-04-12 14:00:00,0,1,16,28,44
2011-04-12 15:00:00,0,1,24,54,78
2011-04-12 16:00:00,0,1,19,80,99
2011-04-12 17:00:00,0,1,29,262,291
2011-04-12 18:00:00,0,1,21,203,224
2011-04-12 19:00:00,0,1,3,127,130
2011-04-12 20:00:00,0,1,9,94,103
2011-04-12 21:00:00,0,1,10,74,84
2011-04-12 22:00:00,0,1,7,47,54
2011-04-12 23:00:00,0,1,8,31,39
2011-04-13 00:00:00,0,1,3,12,15
2011-04-13 01:00:00,0,1,0,1,1
2011-04-13 02:00:00,0,1,0,2,2
2011-04-13 03:00:00,0,1,0,2,2
2011-04-13 04:00:00,0,1,1,2,3
2011-04-13 05:00:00,0,1,1,4,5
2011-04-13 06:00:00,0,1,1,33,34
2011-04-13 07:00:00,0,1,3,67,70
2011-04-13 08:00:00,0,1,6,158,164
2011-04-13 09:00:00,0,1,2,63,65
2011-04-13 10:00:00,0,1,4,42,46
2011-04-13 11:00:00,0,1,4,57,61
2011-04-13 12:00:00,0,1,12,83,95
2011-04-13 13:00:00,0,1,6,55,61
2011-04-13 14:00:00,0,1,24,82,106
2011-04-13 15:00:00,0,1,12,69,81
2011-04-13 16:00:00,0,1,23,119,142
2011-04-13 17:00:00,0,1,25,284,309
2011-04-13 18:00:00,0,1,28,293,321
2011-04-13 19:00:00,0,1,15,160,175
2011-04-13 20:00:00,0,1,7,119,126
2011-04-13 21:00:00,0,1,17,100,117
2011-04-13 22:00:00,0,1,10,89,99
2011-04-13 23:00:00,0,1,5,57,62
2011-04-14 00:00:00,0,1,3,18,21
2011-04-14 01:00:00,0,1,1,9,10
2011-04-14 02:00:00,0,1,0,3,3
2011-04-14 03:00:00,0,1,0,2,2
2011-04-14 04:00:00,0,1,1,8,9
2011-04-14 05:00:00,0,1,2,12,14
2011-04-14 06:00:00,0,1,4,66,70
2011-04-14 07:00:00,0,1,11,182,193
2011-04-14 08:00:00,0,1,21,316,337
2011-04-14 09:00:00,0,1,18,152,170
2011-04-14 10:00:00,0,1,21,68,89
2011-04-14 11:00:00,0,1,28,87,115
2011-04-14 12:00:00,0,1,35,110,145
2011-04-14 13:00:00,0,1,38,121,159
2011-04-14 14:00:00,0,1,36,101,137
2011-04-14 15:00:00,0,1,57,85,142
2011-04-14 16:00:00,0,1,49,153,202
2011-04-14 17:00:00,0,1,50,338,388
2011-04-14 18:00:00,0,1,47,290,337
2011-04-14 19:00:00,0,1,37,222,259
2011-04-14 20:00:00,0,1,22,147,169
2011-04-14 21:00:00,0,1,19,126,145
2011-04-14 22:00:00,0,1,22,82,104
2011-04-14 23:00:00,0,1,7,40,47
2011-04-15 00:00:00,1,0,6,21,27
2011-04-15 01:00:00,1,0,6,9,15
2011-04-15 02:00:00,1,0,8,10,18
2011-04-15 03:00:00,1,0,0,3,3
2011-04-15 04:00:00,1,0,0,3,3
2011-04-15 05:00:00,1,0,2,11,13
2011-04-15 06:00:00,1,0,5,42,47
2011-04-15 07:00:00,1,0,10,139,149
2011-04-15 08:00:00,1,0,21,279,300
2011-04-15 09:00:00,1,0,16,162,178
2011-04-15 10:00:00,1,0,31,91,122
2011-04-15 11:00:00,1,0,41,95,136
2011-04-15 12:00:00,1,0,45,155,200
2011-04-15 13:00:00,1,0,47,133,180
2011-04-15 14:00:00,1,0,57,106,163
2011-04-15 15:00:00,1,0,50,112,162
2011-04-15 16:00:00,1,0,70,173,243
2011-04-15 17:00:00,1,0,64,267,331
2011-04-15 18:00:00,1,0,47,216,263
2011-04-15 19:00:00,1,0,41,168,209
2011-04-15 20:00:00,1,0,26,92,118
2011-04-15 21:00:00,1,0,25,77,102
2011-04-15 22:00:00,1,0,16,64,80
2011-04-15 23:00:00,1,0,8,56,64
2011-04-16 00:00:00,0,0,7,36,43
2011-04-16 01:00:00,0,0,5,28,33
2011-04-16 02:00:00,0,0,5,19,24
2011-04-16 03:00:00,0,0,5,9,14
2011-04-16 04:00:00,0,0,1,4,5
2011-04-16 05:00:00,0,0,1,3,4
2011-04-16 06:00:00,0,0,1,9,10
2011-04-16 07:00:00,0,0,3,18,21
2011-04-16 08:00:00,0,0,7,38,45
2011-04-16 09:00:00,0,0,2,27,29
2011-04-16 10:00:00,0,0,1,21,22
2011-04-16 11:00:00,0,0,4,27,31
2011-04-16 12:00:00,0,0,6,26,32
2011-04-16 13:00:00,0,0,9,49,58
2011-04-16 14:00:00,0,0,14,49,63
2011-04-16 15:00:00,0,0,16,62,78
2011-04-16 16:00:00,0,0,6,27,33
2011-04-16 17:00:00,0,0,1,14,15
2011-04-16 18:00:00,0,0,6,32,38
2011-04-16 19:00:00,0,0,9,62,71
2011-04-16 20:00:00,0,0,4,49,53
2011-04-16 21:00:00,0,0,1,13,14
2011-04-16 22:00:00,0,0,2,22,24
2011-04-16 23:00:00,0,0,5,30,35
2011-04-17 00:00:00,0,0,4,29,33
2011-04-17 01:00:00,0,0,6,25,31
2011-04-17 02:00:00,0,0,4,25,29
2011-04-17 03:00:00,0,0,12,13,25
2011-04-17 04:00:00,0,0,2,5,7
2011-04-17 05:00:00,0,0,2,1,3
2011-04-17 06:00:00,0,0,3,5,8
2011-04-17 07:00:00,0,0,2,14,16
2011-04-17 08:00:00,0,0,7,36,43
2011-04-17 09:00:00,0,0,31,71,102
2011-04-17 10:00:00,0,0,91,120,211
2011-04-17 11:00:00,0,0,119,185,304
2011-04-17 12:00:00,0,0,167,187,354
2011-04-17 13:00:00,0,0,181,162,343
2011-04-17 14:00:00,0,0,170,191,361
2011-04-17 15:00:00,0,0,179,209,388
2011-04-17 16:00:00,0,0,161,182,343
2011-04-17 17:00:00,0,0,143,163,306
2011-04-17 18:00:00,0,0,102,175,277
2011-04-17 19:00:00,0,0,75,135,210
2011-04-17 20:00:00,0,0,44,97,141
2011-04-17 21:00:00,0,0,13,70,83
2011-04-17 22:00:00,0,0,21,49,70
2011-04-17 23:00:00,0,0,19,37,56
2011-04-18 00:00:00,0,1,15,24,39
2011-04-18 01:00:00,0,1,11,8,19
2011-04-18 02:00:00,0,1,14,2,16
2011-04-18 03:00:00,0,1,6,1,7
2011-04-18 04:00:00,0,1,2,4,6
2011-04-18 05:00:00,0,1,0,16,16
2011-04-18 06:00:00,0,1,3,51,54
2011-04-18 07:00:00,0,1,12,156,168
2011-04-18 08:00:00,0,1,20,277,297
2011-04-18 09:00:00,0,1,37,132,169
2011-04-18 10:00:00,0,1,41,68,109
2011-04-18 11:00:00,0,1,36,87,123
2011-04-18 12:00:00,0,1,60,124,184
2011-04-18 13:00:00,0,1,41,128,169
2011-04-18 14:00:00,0,1,49,95,144
2011-04-18 15:00:00,0,1,64,112,176
2011-04-18 16:00:00,0,1,40,165,205
2011-04-18 17:00:00,0,1,66,362,428
2011-04-18 18:00:00,0,1,41,321,362
2011-04-18 19:00:00,0,1,42,244,286
2011-04-18 20:00:00,0,1,29,136,165
2011-04-18 21:00:00,0,1,20,131,151
2011-04-18 22:00:00,0,1,9,81,90
2011-04-18 23:00:00,0,1,11,35,46
2011-04-19 00:00:00,0,1,2,23,25
2011-04-19 01:00:00,0,1,5,2,7
2011-04-19 02:00:00,0,1,8,5,13
2011-04-19 03:00:00,0,1,0,3,3
2011-04-19 04:00:00,0,1,1,4,5
2011-04-19 05:00:00,0,1,1,17,18
2011-04-19 06:00:00,0,1,2,63,65
2011-04-19 07:00:00,0,1,22,166,188
2011-04-19 08:00:00,0,1,20,331,351
2011-04-19 09:00:00,0,1,23,139,162
2011-04-19 10:00:00,0,1,15,60,75
2011-04-19 11:00:00,0,1,19,53,72
2011-04-19 12:00:00,0,1,19,84,103
2011-04-19 13:00:00,0,1,26,103,129
2011-04-19 14:00:00,0,1,19,88,107
2011-04-19 15:00:00,0,1,44,83,127
2011-04-19 16:00:00,0,1,30,162,192
2011-04-19 17:00:00,0,1,39,372,411
2011-04-19 18:00:00,0,1,44,377,421
2011-04-19 19:00:00,0,1,28,248,276
2011-04-19 20:00:00,0,1,20,148,168
2011-04-19 21:00:00,0,1,8,114,122
2011-04-19 22:00:00,0,1,3,109,112
2011-04-19 23:00:00,0,1,11,41,52
2011-05-01 00:00:00,0,0,19,77,96
2011-05-01 01:00:00,0,0,9,50,59
2011-05-01 02:00:00,0,0,7,43,50
2011-05-01 03:00:00,0,0,8,15,23
2011-05-01 04:00:00,0,0,6,11,17
2011-05-01 05:00:00,0,0,0,10,10
2011-05-01 06:00:00,0,0,4,9,13
2011-05-01 07:00:00,0,0,7,26,33
2011-05-01 08:00:00,0,0,16,43,59
2011-05-01 09:00:00,0,0,45,96,141
2011-05-01 10:00:00,0,0,109,155,264
2011-05-01 11:00:00,0,0,109,141,250
2011-05-01 12:00:00,0,0,109,172,281
2011-05-01 13:00:00,0,0,123,209,332
2011-05-01 14:00:00,0,0,85,153,238
2011-05-01 15:00:00,0,0,113,153,266
2011-05-01 16:00:00,0,0,75,139,214
2011-05-01 17:00:00,0,0,60,136,196
2011-05-01 18:00:00,0,0,33,126,159
2011-05-01 19:00:00,0,0,47,131,178
2011-05-01 20:00:00,0,0,35,86,121
2011-05-01 21:00:00,0,0,23,82,105
2011-05-01 22:00:00,0,0,32,68,100
2011-05-01 23:00:00,0,0,64,82,146
2011-05-02 00:00:00,0,1,68,109,177
2011-05-02 01:00:00,0,1,41,73,114
2011-05-02 02:00:00,0,1,16,19,35
2011-05-02 03:00:00,0,1,9,7,16
2011-05-02 04:00:00,0,1,9,8,17
2011-05-02 05:00:00,0,1,4,16,20
2011-05-02 06:00:00,0,1,3,59,62
2011-05-02 07:00:00,0,1,16,193,209
2011-05-02 08:00:00,0,1,21,350,371
2011-05-02 09:00:00,0,1,41,131,172
2011-05-02 10:00:00,0,1,31,77,108
2011-05-02 11:00:00,0,1,34,96,130
2011-05-02 12:00:00,0,1,40,147,187
2011-05-02 13:00:00,0,1,51,119,170
2011-05-02 14:00:00,0,1,48,133,181
2011-05-02 15:00:00,0,1,45,110,155
2011-05-02 16:00:00,0,1,49,220,269
2011-05-02 17:00:00,0,1,65,472,537
2011-05-02 18:00:00,0,1,68,450,518
2011-05-02 19:00:00,0,1,46,268,314
2011-05-02 20:00:00,0,1,44,174,218
2011-05-02 21:00:00,0,1,54,178,232
2011-05-02 22:00:00,0,1,28,97,125
2011-05-02 23:00:00,0,1,16,48,64
2011-05-03 00:00:00,0,1,0,16,16
2011-05-03 01:00:00,0,1,0,14,14
2011-05-03 02:00:00,0,1,0,5,5
2011-05-03 03:00:00,0,1,0,2,2
2011-05-03 04:00:00,0,1,3,1,4
2011-05-03 05:00:00,0,1,0,14,14
2011-05-03 06:00:00,0,1,7,102,109
2011-05-03 07:00:00,0,1,17,248,265
2011-05-03 08:00:00,0,1,24,435,459
2011-05-03 09:00:00,0,1,29,157,186
2011-05-03 10:00:00,0,1,36,91,127
2011-05-03 11:00:00,0,1,20,120,140
2011-05-03 12:00:00,0,1,48,169,217
2011-05-03 13:00:00,0,1,50,144,194
2011-05-03 14:00:00,0,1,36,122,158
2011-05-03 15:00:00,0,1,37,117,154
2011-05-03 16:00:00,0,1,46,225,271
2011-05-03 17:00:00,0,1,53,464,517
2011-05-03 18:00:00,0,1,59,485,544
2011-05-03 19:00:00,0,1,42,323,365
2011-05-03 20:00:00,0,1,28,262,290
2011-05-03 21:00:00,0,1,42,183,225
2011-05-03 22:00:00,0,1,14,99,113
2011-05-03 23:00:00,0,1,12,50,62
2011-05-04 00:00:00,0,1,5,22,27
2011-05-04 01:00:00,0,1,1,6,7
2011-05-04 02:00:00,0,1,0,4,4
2011-05-04 03:00:00,0,1,0,1,1
2011-05-04 04:00:00,0,1,1,2,3
2011-05-04 05:00:00,0,1,1,8,9
2011-05-04 06:00:00,0,1,0,21,21
2011-05-04 07:00:00,0,1,6,46,52
2011-05-04 08:00:00,0,1,5,74,79
2011-05-04 09:00:00,0,1,5,35,40
2011-05-04 10:00:00,0,1,5,26,31
2011-05-04 11:00:00,0,1,3,69,72
2011-05-04 12:00:00,0,1,19,105,124
2011-05-04 13:00:00,0,1,15,128,143
2011-05-04 14:00:00,0,1,13,94,107
2011-05-04 15:00:00,0,1,22,107,129
2011-05-04 16:00:00,0,1,22,173,195
2011-05-04 17:00:00,0,1,22,388,410
2011-05-04 18:00:00,0,1,29,367,396
2011-05-04 19:00:00,0,1,30,266,296
2011-05-04 20:00:00,0,1,17,174,191
2011-05-04 21:00:00,0,1,17,133,150
2011-05-04 22:00:00,0,1,9,80,89
2011-05-04 23:00:00,0,1,8,49,57
2011-05-05 00:00:00,0,1,4,23,27
2011-05-05 01:00:00,0,1,4,6,10
2011-05-05 02:00:00,0,1,1,4,5
2011-05-05 03:00:00,0,1,0,4,4
2011-05-05 04:00:00,0,1,4,3,7
2011-05-05 05:00:00,0,1,1,29,30
2011-05-05 06:00:00,0,1,3,86,89
2011-05-05 07:00:00,0,1,16,255,271
2011-05-05 08:00:00,0,1,25,415,440
2011-05-05 09:00:00,0,1,20,164,184
2011-05-05 10:00:00,0,1,30,98,128
2011-05-05 11:00:00,0,1,43,105,148
2011-05-05 12:00:00,0,1,27,169,196
2011-05-05 13:00:00,0,1,50,142,192
2011-05-05 14:00:00,0,1,19,135,154
2011-05-05 15:00:00,0,1,27,120,147
2011-05-05 16:00:00,0,1,36,233,269
2011-05-05 17:00:00,0,1,66,467,533
2011-05-05 18:00:00,0,1,64,456,520
2011-05-05 19:00:00,0,1,56,305,361
2011-05-05 20:00:00,0,1,33,225,258
2011-05-05 21:00:00,0,1,39,141,180
2011-05-05 22:00:00,0,1,30,135,165
2011-05-05 23:00:00,0,1,16,99,115
2011-05-06 00:00:00,0,1,13,43,56
2011-05-06 01:00:00,0,1,8,24,32
2011-05-06 02:00:00,0,1,1,15,16
2011-05-06 03:00:00,0,1,3,6,9
2011-05-06 04:00:00,0,1,0,1,1
2011-05-06 05:00:00,0,1,0,16,16
2011-05-06 06:00:00,0,1,8,74,82
2011-05-06 07:00:00,0,1,20,202,222
2011-05-06 08:00:00,0,1,35,415,450
2011-05-06 09:00:00,0,1,27,161,188
2011-05-06 10:00:00,0,1,30,97,127
2011-05-06 11:00:00,0,1,42,123,165
2011-05-06 12:00:00,0,1,48,198,246
2011-05-06 13:00:00,0,1,71,182,253
2011-05-06 14:00:00,0,1,86,127,213
2011-05-06 15:00:00,0,1,89,171,260
2011-05-06 16:00:00,0,1,82,262,344
2011-05-06 17:00:00,0,1,83,470,553
2011-05-06 18:00:00,0,1,85,385,470
2011-05-06 19:00:00,0,1,39,253,292
2011-05-06 20:00:00,0,1,29,161,190
2011-05-06 21:00:00,0,1,22,130,152
2011-05-06 22:00:00,0,1,46,105,151
2011-05-06 23:00:00,0,1,27,93,120
2011-05-07 00:00:00,0,0,10,76,86
2011-05-07 01:00:00,0,0,8,50,58
2011-05-07 02:00:00,0,0,5,47,52
2011-05-07 03:00:00,0,0,9,9,18
2011-05-07 04:00:00,0,0,1,4,5
2011-05-07 05:00:00,0,0,4,3,7
2011-05-07 06:00:00,0,0,1,12,13
2011-05-07 07:00:00,0,0,8,32,40
2011-05-07 08:00:00,0,0,19,96,115
2011-05-07 09:00:00,0,0,54,164,218
2011-05-07 10:00:00,0,0,90,208,298
2011-05-07 11:00:00,0,0,132,215,347
2011-05-07 12:00:00,0,0,129,244,373
2011-05-07 13:00:00,0,0,196,240,436
2011-05-07 14:00:00,0,0,143,235,378
2011-05-07 15:00:00,0,0,148,230,378
2011-05-07 16:00:00,0,0,119,223,342
2011-05-07 17:00:00,0,0,138,216,354
2011-05-07 18:00:00,0,0,114,175,289
2011-05-07 19:00:00,0,0,88,179,267
2011-05-07 20:00:00,0,0,82,137,219
2011-05-07 21:00:00,0,0,58,124,182
2011-05-07 22:00:00,0,0,26,94,120
2011-05-07 23:00:00,0,0,30,89,119
2011-05-08 00:00:00,0,0,22,78,100
2011-05-08 01:00:00,0,0,8,56,64
2011-05-08 02:00:00,0,0,17,42,59
2011-05-08 03:00:00,0,0,10,21,31
2011-05-08 04:00:00,0,0,2,8,10
2011-05-08 05:00:00,0,0,0,5,5
2011-05-08 06:00:00,0,0,2,4,6
2011-05-08 07:00:00,0,0,8,15,23
2011-05-08 08:00:00,0,0,28,58,86
2011-05-08 09:00:00,0,0,48,112,160
2011-05-08 10:00:00,0,0,91,153,244
2011-05-08 11:00:00,0,0,142,198,340
2011-05-08 12:00:00,0,0,139,243,382
2011-05-08 13:00:00,0,0,166,224,390
2011-05-08 14:00:00,0,0,126,240,366
2011-05-08 15:00:00,0,0,128,230,358
2011-05-08 16:00:00,0,0,122,263,385
2011-05-08 17:00:00,0,0,106,245,351
2011-05-08 18:00:00,0,0,63,205,268
2011-05-08 19:00:00,0,0,61,178,239
2011-05-08 20:00:00,0,0,42,132,174
2011-05-08 21:00:00,0,0,32,95,127
2011-05-08 22:00:00,0,0,29,86,115
2011-05-08 23:00:00,0,0,9,41,50
2011-05-09 00:00:00,0,1,31,22,53
2011-05-09 01:00:00,0,1,25,8,33
2011-05-09 02:00:00,0,1,6,2,8
2011-05-09 03:00:00,0,1,0,7,7
2011-05-09 04:00:00,0,1,0,4,4
2011-05-09 05:00:00,0,1,0,23,23
2011-05-09 06:00:00,0,1,2,87,89
2011-05-09 07:00:00,0,1,16,221,237
2011-05-09 08:00:00,0,1,23,351,374
2011-05-09 09:00:00,0,1,36,142,178
2011-05-09 10:00:00,0,1,24,95,119
2011-05-09 11:00:00,0,1,26,99,125
2011-05-09 12:00:00,0,1,35,160,195
2011-05-09 13:00:00,0,1,36,138,174
2011-05-09 14:00:00,0,1,44,118,162
2011-05-09 15:00:00,0,1,51,148,199
2011-05-09 16:00:00,0,1,49,255,304
2011-05-09 17:00:00,0,1,59,539,598
2011-05-09 18:00:00,0,1,66,458,524
2011-05-09 19:00:00,0,1,45,339,384
2011-05-09 20:00:00,0,1,25,214,239
2011-05-09 21:00:00,0,1,28,128,156
2011-05-09 22:00:00,0,1,21,95,116
2011-05-09 23:00:00,0,1,16,45,61
2011-05-10 00:00:00,0,1,6,12,18
2011-05-10 01:00:00,0,1,3,12,15
2011-05-10 02:00:00,0,1,1,4,5
2011-05-10 03:00:00,0,1,1,3,4
2011-05-10 04:00:00,0,1,0,2,2
2011-05-10 05:00:00,0,1,1,28,29
2011-05-10 06:00:00,0,1,9,103,112
2011-05-10 07:00:00,0,1,13,301,314
2011-05-10 08:00:00,0,1,28,397,425
2011-05-10 09:00:00,0,1,29,176,205
